cycle_number,discharge_capacity
1795,50.82817
1796,50.78312
1797,50.81398
1798,50.81697
1799,50.80569
1800,50.8052
1801,50.80424
1802,50.79399
1803,50.8016
1804,50.75661
1805,50.77042
1806,50.77955
1807,50.78653
1808,50.78875
1809,50.76416
1810,50.7744
1811,50.77077
1812,50.73597
1813,50.74884
1814,50.74705
1815,50.74238
1816,50.75116
1817,50.74781
1818,50.74644
1819,50.73978
1820,50.69405
1821,50.73097
1822,50.72927
1823,50.73327
1824,50.73184
1825,50.73133
1826,50.72839
1827,50.71878
1828,50.68336
1829,50.69954
1830,50.69387
1831,50.69178
1832,50.69984
1833,50.70119
1834,50.68145
1835,50.67129
1836,50.64583
1837,50.69149
1838,50.68176
1839,50.67797
1840,50.67312
1841,50.66964
1842,50.67594
1843,50.66685
1844,50.63761
1845,50.66389
1846,50.65466
1847,50.65528
1848,50.65526
1849,50.64709
1850,50.65037
1851,50.64352
1852,50.62882
1853,50.67665
1854,50.70378
1855,50.69573
1856,50.73421
1857,50.71879
1858,50.84563
1859,50.78762
1860,50.7747
1861,50.8085
1862,50.83586
1863,50.87157
1864,50.82425
1865,50.74935
1866,50.98744
1867,50.95279
1868,50.91692
1869,50.98733
1870,50.96718
1871,50.88336
1872,50.74797
1873,50.75925
1874,50.85272
